"Journal Data Filtered By:  Selected JCR Year: 2016 Selected Editions: SCIE,SSCI Selected Category Scheme: WoS",,,,,
Rank,Full Journal Title,Total Cites,Journal Impact Factor,5-Year Impact Factor,Eigenfactor Score
10594,RATIONALITY AND SOCIETY,586,0.486,0.837,0.000580
10600,INDIAN JOURNAL OF ENGINEERING AND MATERIALS SCIENCES,608,0.485,0.671,0.000670
10600,Journal of Plant Diseases and Protection,400,0.485,0.573,0.000320
10600,NORWEGIAN JOURNAL OF GEOLOGY,808,0.485,1.455,0.000430
10603,ELECTRONIC LIBRARY,382,0.484,0.607,0.000430
10603,JOURNAL OF COMPUTER AND SYSTEMS SCIENCES INTERNATIONAL,362,0.484,0.438,0.000510
10603,Journal of Development Effectiveness,214,0.484,1.007,0.001010
10603,Korean Journal for Food Science of Animal Resources,402,0.484,0.435,0.000680
10603,LIBRARY RESOURCES & TECHNICAL SERVICES,165,0.484,0.692,0.000160
10603,MATHEMATICAL NOTES,"1,973",0.484,0.417,0.004400
10603,REVSTAT-Statistical Journal,194,0.484,1.413,0.000960
10603,Social Semiotics,344,0.484,0.725,0.000720
10603,Turkish Journal of Fisheries and Aquatic Sciences,618,0.484,0.645,0.001140
10612,ACTA MATHEMATICA SCIENTIA,808,0.483,0.539,0.002800
10612,Electronic Research Announcements in Mathematical Sciences,121,0.483,0.625,0.000860
10612,Journal of Electrical Engineering-Elektrotechnicky Casopis,417,0.483,0.524,0.000430
10615,GEOMAGNETISM AND AERONOMY,923,0.482,0.475,0.001240
10615,OSAKA JOURNAL OF MATHEMATICS,876,0.482,0.528,0.002290
10615,REVISTA MEXICANA DE FISICA,651,0.482,0.368,0.000680
10615,SOUTHWESTERN ENTOMOLOGIST,448,0.482,0.526,0.000590
10619,ABHANDLUNGEN AUS DEM MATHEMATISCHEN SEMINAR DER UNIVERSITAT HAMBURG,476,0.481,0.403,0.000350
10619,AUSTRALIAN ECONOMIC HISTORY REVIEW,119,0.481,0.559,0.000300
10619,DEVELOPING ECONOMIES,306,0.481,0.795,0.000310
10619,European Journal of Law and Economics,328,0.481,0.554,0.000480
10619,Gospodarka Surowcami Mineralnymi-Mineral Resources Management,230,0.481,0.568,0.000350
10619,Hydrologie und Wasserbewirtschaftung,119,0.481,0.594,0.000250
10619,JOURNAL OF CIRCUITS SYSTEMS AND COMPUTERS,588,0.481,0.434,0.000750
10619,Recht & Psychiatrie,55,0.481,0.333,0.000020
10619,Recht & Psychiatrie,55,0.481,0.333,0.000020
10619,Sylwan,587,0.481,0.502,0.000390
10629,Notulae Botanicae Horti Agrobotanici Cluj-Napoca,604,0.480,0.839,0.001220
10629,PALEONTOLOGICAL JOURNAL,"1,277",0.480,0.596,0.001150
10629,SCIENCE AND ENGINEERING OF COMPOSITE MATERIALS,239,0.480,0.542,0.000490
10629,TEACHING SOCIOLOGY,440,0.480,0.679,0.000230
10633,BRAZILIAN JOURNAL OF BIOLOGY,"1,932",0.479,0.828,0.002330
10633,ECONOMICS OF TRANSITION,564,0.479,0.836,0.000830
10633,FIBER AND INTEGRATED OPTICS,202,0.479,0.417,0.000210
10633,JOURNAL OF THE GEOLOGICAL SOCIETY OF INDIA,"1,854",0.479,0.723,0.001870
10633,THEORY OF PROBABILITY AND ITS APPLICATIONS,"1,378",0.479,0.393,0.001240
10638,APPLIED ECONOMICS LETTERS,"2,016",0.478,0.482,0.003670
10638,Geomorphologie-Relief Processus Environnement,237,0.478,0.545,0.000350
10638,INFORMACIJE MIDEM-JOURNAL OF MICROELECTRONICS ELECTRONIC COMPONENTS AND MATERIALS,95,0.478,0.385,0.000160
10638,Journal of Aquatic Food Product Technology,399,0.478,0.774,0.000530
10638,Journal of the Asia Pacific Economy,237,0.478,0.579,0.000480
10643,Annals of Functional Analysis,137,0.477,0.559,0.000980
10643,Journal of Language Identity and Education,298,0.477,0.673,0.000330
10643,LITHOLOGY AND MINERAL RESOURCES,361,0.477,0.476,0.000360
10643,Revista Brasileira de Fruticultura,"1,386",0.477,0.636,0.001700
10647,Functions of Language,129,0.476,0.619,0.000230
10647,JOURNAL OF CONSTRUCTIVIST PSYCHOLOGY,244,0.476,0.505,0.000210
10647,Journal of Cytology,303,0.476,0.629,0.000520
10647,KOLNER ZEITSCHRIFT FUR SOZIOLOGIE UND SOZIALPSYCHOLOGIE,517,0.476,0.780,0.000960
10647,Pragmatics & Cognition,272,0.476,0.761,0.000360
10647,ZEITSCHRIFT FUR GEBURTSHILFE UND NEONATOLOGIE,157,0.476,0.406,0.000240
10653,Electronic Journal of Linear Algebra,438,0.475,0.527,0.002710
10653,Information Technology and Control,163,0.475,0.515,0.000310
10653,Journal of International Trade & Economic Development,271,0.475,0.534,0.000540
10653,Metroeconomica,312,0.475,0.765,0.000700
10653,Open Geosciences,37,0.475,0.508,0.000110
10658,ARKIV FOR MATEMATIK,599,0.474,0.768,0.001310
10658,BRAZILIAN JOURNAL OF OCEANOGRAPHY,521,0.474,0.923,0.000740
10658,Brazilian Journal of Pharmaceutical Sciences,526,0.474,0.763,0.000980
10658,Development Southern Africa,537,0.474,0.746,0.000740
10658,ESAIM-Probability and Statistics,231,0.474,0.547,0.001450
10658,JOURNAL OF THE LEPIDOPTERISTS SOCIETY,456,0.474,0.577,0.000390
10658,Journal of Homeland Security and Emergency Management,299,0.474,0.627,0.000470
10658,TRANSPORTATION PLANNING AND TECHNOLOGY,550,0.474,0.848,0.000820
10658,Turkish Journal of Field Crops,191,0.474,0.679,0.000330
10667,Ulusal Travma ve Acil Cerrahi Dergisi-Turkish Journal of Trauma & Emergency Surgery,581,0.473,0.567,0.000920
10668,British Journal of Religious Education,166,0.472,0.670,0.000200
10668,DOKLADY MATHEMATICS,889,0.472,0.375,0.004250
10668,HELMINTHOLOGIA,455,0.472,0.609,0.000590
10668,JOURNAL OF SCHOLARLY PUBLISHING,100,0.472,0.505,0.000120
10668,JOURNAL OF STRUCTURAL CHEMISTRY,"1,800",0.472,0.477,0.001210
10668,Journal of Cultural Economics,444,0.472,1.049,0.000410
10674,Doklady Biochemistry and Biophysics,306,0.471,0.411,0.000470
10674,JOURNAL OF LIE THEORY,328,0.471,0.514,0.002180
10674,PSYCHE-ZEITSCHRIFT FUR PSYCHOANALYSE UND IHRE ANWENDUNGEN,312,0.471,0.379,0.000410
10674,Structural Change and Economic Dynamics,727,0.471,Not Available,0.001040
10678,ANNALES DE L INSTITUT FOURIER,"2,072",0.470,0.662,0.005830
10678,Conservation Genetics Resources,"1,379",0.470,1.007,0.005170
10678,INTERNATIONAL JOURNAL OF TURBO & JET-ENGINES,174,0.470,0.478,0.000210
10678,Optoelectronics and Advanced Materials-Rapid Communications,868,0.470,0.390,0.001380
10678,Sains Malaysiana,886,0.470,0.605,0.001520
10683,ACTA PHYSICA POLONICA A,"2,809",0.469,0.489,0.005050
10683,Discrete Optimization,458,0.469,0.945,0.001610
10683,International Journal of Occupational Safety and Ergonomics,564,0.469,0.657,0.000630
10683,International Journal of Physical Modelling in Geotechnics,169,0.469,0.971,0.000480
10683,TECHNOLOGY AND CULTURE,541,0.469,0.475,0.000540
10683,TECHNOLOGY AND CULTURE,541,0.469,0.475,0.000540
10689,Continuum-Journal of Media & Cultural Studies,496,0.468,0.576,0.000910
10689,INTERVENTION IN SCHOOL AND CLINIC,371,0.468,0.580,0.000390
10689,JOURNAL OF INFORMATION SCIENCE AND ENGINEERING,634,0.468,0.524,0.000890
10689,MICHIGAN MATHEMATICAL JOURNAL,"1,130",0.468,0.702,0.002930
10693,HASELTONIA,70,0.467,0.415,0.000160
10693,Hippokratia,650,0.467,0.776,0.001050
10693,JOURNAL OF THE KOREAN PHYSICAL SOCIETY,"4,125",0.467,0.399,0.005940
10693,Mausam,450,0.467,0.395,0.000470
10693,New York Journal of Mathematics,318,0.467,0.498,0.002300
10693,Physics of Wave Phenomena,138,0.467,0.417,0.000310
10693,UNFALLCHIRURG,"1,329",0.467,0.557,0.001100
10700,JOURNAL OF TROPICAL FOREST SCIENCE,593,0.466,0.728,0.000640
10700,SPECTROSCOPY,368,0.466,0.343,0.000310
10702,Brazilian Journal of Poultry Science,497,0.465,0.588,0.000660
10702,EDUCATION AND URBAN SOCIETY,475,0.465,0.796,0.000680
10702,Journal of Transportation Safety & Security,93,0.465,Not Available,0.000340
10702,SADHANA-ACADEMY PROCEEDINGS IN ENGINEERING SCIENCES,"1,033",0.465,0.747,0.001010
10706,MICROPALEONTOLOGY,"1,217",0.464,0.702,0.000360
10706,PHYSICS TEACHER,925,0.464,Not Available,0.000670
10706,Revista de la Union Matematica Argentina,87,0.464,0.419,0.000460
10709,Balkan Journal of Medical Genetics,72,0.463,0.467,0.000200
10709,International Journal of Wavelets Multiresolution and Information Processing,327,0.463,0.507,0.000530
10711,BULLETIN OF THE VETERINARY INSTITUTE IN PULAWY,580,0.462,0.419,0.000800
10711,CANDOLLEA,370,0.462,0.506,0.000280
10711,FREQUENZ,207,0.462,0.337,0.000250
10711,Fixed Point Theory,299,0.462,0.558,0.000440
10711,International Journal of Feminist Approaches To Bioethics,104,0.462,0.739,0.000380
10711,JOURNAL OF DATABASE MANAGEMENT,182,0.462,0.643,0.000080
10711,JOURNAL OF ENTOMOLOGICAL SCIENCE,565,0.462,0.543,0.000420
10711,Proceedings of the Institution of Civil Engineers-Energy,105,0.462,0.521,0.000160
10711,Psychoanalysis and History,37,0.462,0.286,0.000130
10720,Planta Daninha,831,0.461,0.579,0.000880
10721,CHEMISTRY OF NATURAL COMPOUNDS,"2,611",0.460,0.489,0.002010
10721,Kodai Mathematical Journal,296,0.460,0.376,0.001090
10721,QUARTERLY JOURNAL OF SPEECH,737,0.460,0.848,0.000270
10724,ARCHIVOS LATINOAMERICANOS DE NUTRICION,568,0.459,0.552,0.000430
10724,Biomolecular NMR Assignments,256,0.459,0.458,0.000930
10724,FOOD SCIENCE AND TECHNOLOGY RESEARCH,897,0.459,0.511,0.001000
10724,Hemijska Industrija,314,0.459,0.509,0.000610
10724,Review of Development Economics,781,0.459,0.782,0.001200
10729,ARCTIC ANTHROPOLOGY,289,0.458,0.421,0.000140
10729,DATA BASE FOR ADVANCES IN INFORMATION SYSTEMS,585,0.458,0.689,0.000240
10729,Journal of Derivatives,583,0.458,0.716,0.000660
10729,Music Education Research,307,0.458,0.643,0.000360
10729,PHONETICA,597,0.458,1.000,0.000440
10729,PHONETICA,597,0.458,1.000,0.000440
10729,Psychologie Francaise,141,0.458,0.383,0.000140
10729,Romanian Journal of Political Science,34,0.458,0.382,0.000040
10737,COMMUNICATIONS IN STATISTICS-SIMULATION AND COMPUTATION,"1,412",0.457,0.491,0.002800
10737,INTEGRATED FERROELECTRICS,913,0.457,0.382,0.001090
10737,JOURNAL OF GROUP THEORY,387,0.457,0.521,0.002300
10737,JUSTICE SYSTEM JOURNAL,147,0.457,0.364,0.000230
10737,Milan Journal of Mathematics,267,0.457,0.953,0.001200
10737,NAUTILUS,381,0.457,0.546,0.000260
10743,BULLETIN OF EXPERIMENTAL BIOLOGY AND MEDICINE,"1,980",0.456,0.404,0.001880
10743,Economic and Labour Relations Review,156,0.456,0.612,0.000530
10743,IEICE Electronics Express,979,0.456,0.420,0.001890
10743,Journal of Homotopy and Related Structures,88,0.456,0.426,0.000830
10743,MIDDLE EAST POLICY,224,0.456,0.569,0.000730
10743,Revista de Geografia Norte Grande,164,0.456,0.629,0.000410
10743,Revista de Geografia Norte Grande,164,0.456,0.629,0.000410
10743,Transylvanian Review of Administrative Sciences,151,0.456,0.418,0.000340
10751,Asian-Pacific Economic Literature,88,0.455,0.444,0.000100
10751,Computational Methods and Function Theory,250,0.455,0.485,0.001110
10751,Hiroshima Mathematical Journal,291,0.455,0.455,0.000590
10751,History of the Family,222,0.455,0.471,0.000590
10751,International Journal of Arts Management,209,0.455,0.785,0.000090
10751,Journal of Applied Economics,250,0.455,0.679,0.000340
10751,Journal of Medical Ultrasonics,243,0.455,0.503,0.000410
10751,New Zealand Geographer,208,0.455,0.899,0.000380
10759,Analytical and Quantitative Cytopathology and Histopathology,568,0.454,0.571,0.000460
10759,International Journal of Nanotechnology,464,0.454,0.555,0.000690
10761,BULLETIN OF THE ATOMIC SCIENTISTS,345,0.452,0.594,0.001190
10761,ESTUDIOS GEOLOGICOS-MADRID,296,0.452,0.632,0.000290
10761,JOURNAL OF GENETIC PSYCHOLOGY,"1,121",0.452,1.013,0.000790
10761,JOURNAL OF GENETIC PSYCHOLOGY,"1,121",0.452,1.013,0.000790
10761,JOURNAL OF INTERDISCIPLINARY HISTORY,281,0.452,0.788,0.000530
10761,Journal of Materials Education,173,0.452,0.527,0.000090
10761,KSII Transactions on Internet and Information Systems,569,0.452,0.467,0.001190
10761,Kinematics and Physics of Celestial Bodies,208,0.452,0.355,0.000090
10761,Lexikos,111,0.452,0.409,0.000320
10761,Survey Research Methods,199,0.452,1.120,0.000760
10771,IMAGING SCIENCE JOURNAL,208,0.451,0.440,0.000290
10771,Journal of Function Spaces,150,0.451,0.467,0.000680
10773,AGROCHIMICA,208,0.450,0.441,0.000180
10773,Australian Journal of Linguistics,139,0.450,0.454,0.000310
10773,CORNELL INTERNATIONAL LAW JOURNAL,252,0.450,0.717,0.000420
10773,FUNCTIONAL ANALYSIS AND ITS APPLICATIONS,"1,841",0.450,0.550,0.001440
10773,TROPICAL DOCTOR,754,0.450,0.538,0.000900
10778,JOURNAL OF OPTOELECTRONICS AND ADVANCED MATERIALS,"2,144",0.449,0.422,0.001370
10778,TURKISH JOURNAL OF VETERINARY & ANIMAL SCIENCES,966,0.449,0.487,0.000960
10780,AQUATIC LIVING RESOURCES,"1,597",0.448,1.507,0.000980
10780,British Journal of Middle Eastern Studies,145,0.448,0.394,0.000300
10780,Communication Culture & Critique,209,0.448,Not Available,0.000710
10780,Open Life Sciences,35,0.448,0.483,0.000080
10780,Text & Talk,297,0.448,0.686,0.000830
10785,Irish Educational Studies,171,0.447,0.733,0.000390
10785,JOURNAL OF WUHAN UNIVERSITY OF TECHNOLOGY-MATERIALS SCIENCE EDITION,"1,579",0.447,0.586,0.001750
10785,Journal of Korea Trade,50,0.447,0.358,0.000030
10785,ZEITSCHRIFT FUR SOZIOLOGIE,352,0.447,0.683,0.000530
10789,ACTA MATHEMATICA SINICA-ENGLISH SERIES,"1,443",0.446,0.514,0.004200
10789,AMERICAN JOURNAL OF ECONOMICS AND SOCIOLOGY,563,0.446,0.495,0.000630
10789,EUROPEAN JOURNAL OF HORTICULTURAL SCIENCE,262,0.446,0.494,0.000270
10789,JOURNAL OF COMMUNICATIONS TECHNOLOGY AND ELECTRONICS,935,0.446,0.340,0.000760
10789,Russian Meteorology and Hydrology,541,0.446,0.435,0.000650
10794,PHARMACEUTICAL CHEMISTRY JOURNAL,"1,369",0.445,0.462,0.000930
10795,APPLIED COMPUTATIONAL ELECTROMAGNETICS SOCIETY JOURNAL,481,0.444,0.415,0.000990
10795,Families In Society-The Journal of Contemporary Social Services,739,0.444,0.654,0.000490
10795,JOURNAL OF INORGANIC MATERIALS,903,0.444,0.421,0.001140
10795,JOURNAL OF THE HISTORY OF MEDICINE AND ALLIED SCIENCES,365,0.444,0.455,0.000360
10795,JOURNAL OF THE HISTORY OF MEDICINE AND ALLIED SCIENCES,365,0.444,0.455,0.000360
10795,Panoeconomicus,142,0.444,0.546,0.000240
10795,Statistics and Its Interface,421,0.444,0.808,0.002010
10795,WATER QUALITY RESEARCH JOURNAL OF CANADA,558,0.444,0.553,0.000320
10803,International Food and Agribusiness Management Review,469,0.443,0.816,0.000680
10803,Radiation Effects and Defects in Solids,"1,161",0.443,0.458,0.000930
10803,STRENGTH OF MATERIALS,637,0.443,0.405,0.000600
10806,Bradleya,101,0.442,0.431,0.000100
10806,REVISTA ARVORE,"1,420",0.442,0.648,0.001310
10806,Therapeutic Innovation & Regulatory Science,143,0.442,0.425,0.000810
10809,COMPUTATIONAL COMPLEXITY,636,0.441,1.237,0.001240
10809,GRAPHS AND COMBINATORICS,796,0.441,0.527,0.003730
10809,JOURNAL OF THE KOREAN MATHEMATICAL SOCIETY,578,0.441,0.544,0.001940
10809,ZENTRALBLATT FUR CHIRURGIE,745,0.441,0.623,0.000570
10813,HERALD OF THE RUSSIAN ACADEMY OF SCIENCES,258,0.440,0.325,0.000280
10813,Northwestern Journal of International Law & Business,151,0.440,Not Available,0.000100
10813,Operators and Matrices,227,0.440,0.516,0.001780
10816,BALTIC ASTRONOMY,328,0.439,0.591,0.000640
10816,CERAMICS-SILIKATY,490,0.439,0.636,0.000510
10816,JOURNAL OF LEGAL MEDICINE,122,0.439,0.424,0.000240
10816,MATHEMATICAL AND COMPUTER MODELLING OF DYNAMICAL SYSTEMS,345,0.439,0.916,0.000740
10816,Statistics in Biopharmaceutical Research,151,0.439,0.579,0.000810
10821,MODERN ASIAN STUDIES,686,0.438,0.629,0.001220
10821,St Petersburg Mathematical Journal,644,0.438,0.558,0.001750
10821,Topics in Companion Animal Medicine,257,0.438,1.189,0.000670
10824,Chiang Mai Journal of Science,410,0.437,0.548,0.000710
10824,INSTRUMENTS AND EXPERIMENTAL TECHNIQUES,883,0.437,0.401,0.001060
10826,Arts & Health,116,0.436,Not Available,0.000240
10826,English Teaching-Practice and Critique,215,0.436,0.704,0.000530
10826,European Physical Journal H,122,0.436,0.750,0.000460
10826,JOURNAL OF NIPPON MEDICAL SCHOOL,530,0.436,0.573,0.000730
10826,JOURNAL OF THE PALAEONTOLOGICAL SOCIETY OF INDIA,257,0.436,0.453,0.000140
10826,Materiali in Tehnologije,422,0.436,0.483,0.000870
10826,Proceedings of the Steklov Institute of Mathematics,860,0.436,0.396,0.003180
10833,Journal of Mathematics and Music,53,0.435,0.593,0.000110
10834,COMPUTATIONAL STATISTICS,611,0.434,0.710,0.002350
10834,Journal of Contemporary Physics-Armenian Academy of Sciences,127,0.434,0.318,0.000170
10836,ACTA POLYMERICA SINICA,744,0.433,0.355,0.000570
10836,Acta Paulista de Enfermagem,558,0.433,0.536,0.000760
10836,Acta Paulista de Enfermagem,558,0.433,0.536,0.000760
10836,BIOTECHNOLOGIE AGRONOMIE SOCIETE ET ENVIRONNEMENT,416,0.433,0.674,0.000630
10836,MIDDLE EASTERN STUDIES,469,0.433,0.391,0.000710
10841,Kafkas Universitesi Veteriner Fakultesi Dergisi,575,0.432,0.393,0.001010
10841,Research and Theory for Nursing Practice,319,0.432,0.849,0.000370
10841,Research and Theory for Nursing Practice,319,0.432,0.849,0.000370
10844,BULLETIN OF THE EUROPEAN ASSOCIATION OF FISH PATHOLOGISTS,635,0.431,0.613,0.000330
10844,Mechanics of Solids,469,0.431,0.355,0.000720
10844,NORTHEASTERN NATURALIST,515,0.431,0.503,0.000820
10844,PUBLICATIONES MATHEMATICAE-DEBRECEN,874,0.431,0.445,0.001870
10844,Revista Internacional de Metodos Numericos para Calculo y Diseno en Ingenieria,84,0.431,0.345,0.000170
10849,COSMIC RESEARCH,402,0.430,0.381,0.000700
10849,INDIAN JOURNAL OF FIBRE & TEXTILE RESEARCH,833,0.430,0.807,0.000710
10849,Promet-Traffic & Transportation,201,0.430,0.506,0.000400
10849,RUSSIAN JOURNAL OF ECOLOGY,681,0.430,0.477,0.000640
10853,COMMUNICATIONS IN ALGEBRA,"3,439",0.429,0.484,0.009610
10853,Clinical and Experimental Obstetrics & Gynecology,800,0.429,0.490,0.001420
10853,Diabetologie und Stoffwechsel,66,0.429,0.345,0.000120
10853,FEDERAL RESERVE BANK OF ST LOUIS REVIEW,411,0.429,0.730,0.000850
10853,GYNECOLOGIE OBSTETRIQUE & FERTILITE,709,0.429,0.478,0.000820
10853,Revista Espanola de Pedagogia,203,0.429,0.507,0.000130
10853,Sintagma,18,0.429,Not Available,0.000030
10853,Zdravstveno Varstvo,72,0.429,0.344,0.000150
10861,Russian Journal of Pacific Geology,155,0.427,0.500,0.000420
10862,EUROPEAN JOURNAL OF PSYCHIATRY,215,0.426,0.704,0.000320
10862,East Asian Journal on Applied Mathematics,60,0.426,0.522,0.000370
10862,JAPANESE JOURNAL OF APPLIED ENTOMOLOGY AND ZOOLOGY,332,0.426,0.393,0.000170
10862,JOURNAL OF APPLIED ANIMAL RESEARCH,398,0.426,0.449,0.000570
10862,NATURAL RESOURCE MODELING,353,0.426,0.949,0.000600
10862,Porta Linguarum,125,0.426,0.404,0.000120
10862,Science and Technology of Energetic Materials,102,0.426,0.329,0.000090
10869,BUSINESS HISTORY REVIEW,456,0.425,0.880,0.000660
10869,FRESENIUS ENVIRONMENTAL BULLETIN,"2,223",0.425,0.450,0.001920
10869,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES INDIA SECTION A-PHYSICAL SCIENCES,145,0.425,0.347,0.000210
10872,COMPUTER ANIMATION AND VIRTUAL WORLDS,367,0.424,0.547,0.000990
10872,CONTEMPORARY PSYCHOANALYSIS,363,0.424,0.364,0.000460
10872,Journal of Moral Philosophy,160,0.424,0.606,0.000440
10872,PROCEEDINGS OF THE INSTITUTION OF CIVIL ENGINEERS-STRUCTURES AND BUILDINGS,589,0.424,0.534,0.000670
10872,Series-Journal of the Spanish Economic Association,69,0.424,0.481,0.000550
10877,Australian Orthodontic Journal,198,0.423,0.546,0.000390
10877,Irish Political Studies,162,0.423,0.581,0.000500
10877,MATHEMATICAL SOCIAL SCIENCES,751,0.423,0.491,0.001310
10877,MATHEMATICAL SOCIAL SCIENCES,751,0.423,0.491,0.001310
10877,REVISTA BRASILEIRA DE PALEONTOLOGIA,324,0.423,0.806,0.000480
10882,Analele Stiintifice ale Universitatii Ovidius Constanta-Seria Matematica,144,0.422,0.360,0.000520
10882,JOURNAL OF THE CHILEAN CHEMICAL SOCIETY,731,0.422,0.614,0.000870
10884,JOURNAL OF BLACK STUDIES,535,0.421,0.436,0.000440
10884,JOURNAL OF MULTICULTURAL COUNSELING AND DEVELOPMENT,364,0.421,0.568,0.000210
10884,PAN-PACIFIC ENTOMOLOGIST,441,0.421,0.496,0.000300
10884,Pacific Focus,56,0.421,0.358,0.000150
10884,RUTGERS LAW REVIEW,285,0.421,0.370,0.000240
10884,Review of Keynesian Economics,50,0.421,0.533,0.000220
10884,SOCIOLOGICAL SPECTRUM,447,0.421,0.685,0.000600
10884,Theoretical Biology Forum,23,0.421,0.469,0.000070
10892,JOURNAL OF THE NATIONAL SCIENCE FOUNDATION OF SRI LANKA,194,0.420,0.405,0.000230
10892,PROCEEDINGS OF THE ENTOMOLOGICAL SOCIETY OF WASHINGTON,"1,136",0.420,0.491,0.000320
10892,PSYCHOLOGIST,448,0.420,0.573,0.000590
10895,Brazilian Journal of Probability and Statistics,164,0.419,0.726,0.001540
10895,CASTANEA,407,0.419,0.388,0.000210
10895,Journal of Mass Media Ethics,243,0.419,0.742,0.000370
10895,LABOUR-LE TRAVAIL,434,0.419,0.771,0.000420
10895,Philosophia Mathematica,175,0.419,0.519,0.000250
10895,Theory and Applications of Categories,303,0.419,0.543,0.001450
10901,British Journal of Learning Disabilities,496,0.418,0.735,0.000700
10901,Materials Testing,287,0.418,0.367,0.000630
10903,CIENCIA RURAL,"2,707",0.417,0.502,0.003610
10903,FOLIA PHONIATRICA ET LOGOPAEDICA,857,0.417,0.921,0.000880
10903,FOLIA PHONIATRICA ET LOGOPAEDICA,857,0.417,0.921,0.000880
10903,M S-MEDECINE SCIENCES,547,0.417,0.457,0.000800
10903,Revue d Histoire des Mathematiques,31,0.417,0.387,0.000160
10903,Sugar Industry-Zuckerindustrie,267,0.417,0.360,0.000320
10909,ELECTRONIC COMMUNICATIONS IN PROBABILITY,493,0.416,0.620,0.004650
10909,MEDYCYNA PRACY,328,0.416,0.417,0.000370
10911,ACTA VETERINARIA BRNO,708,0.415,0.519,0.000580
10911,Hacettepe Journal of Mathematics and Statistics,373,0.415,0.541,0.000830
10911,Journal of Hard Tissue Biology,135,0.415,0.287,0.000220
10911,Mathematics and Financial Economics,163,0.415,Not Available,0.001290
10911,Mathematics and Financial Economics,163,0.415,Not Available,0.001290
10911,Periodica Mathematica Hungarica,344,0.415,0.376,0.000790
10911,ZEITSCHRIFT FUR PADAGOGIK,321,0.415,0.338,0.000590
10918,Algebra and Logic,561,0.414,0.390,0.000790
10918,Bulletin of the Lebedev Physics Institute,162,0.414,0.294,0.000290
10918,Exceptionality,287,0.414,0.770,0.000310
10918,Metallurgical Research & Technology,44,0.414,0.437,0.000130
10918,Revista Brasileira de Ornitologia,236,0.414,0.478,0.000570
10923,ACTA ZOOLOGICA BULGARICA,338,0.413,0.437,0.000720
10923,GERMAN STUDIES REVIEW,157,0.413,0.414,0.000090
